Age,Annual_Income,Employment_Type,Investment_80C,Insurance_80D,HRA_Claimed,Other_Deductions,Previous_Year_Tax,Effective_Tax_Paid,Overpayment_Risk
47,749993.3982474674,1,35561.44296660187,13430.897854689965,0.0,56023.617147101046,49186.898099164486,54471.70723768351,0
47,693284.5046361667,0,80114.13397942237,28340.716293433932,108539.40259554973,36909.56582333809,21493.87992772538,23698.81045350696,0
42,264486.03754465847,0,8564.527733383658,40358.188321084024,49065.38141085598,25040.40137700299,7406.196311034147,6835.613901403868,0
57,293759.839089548,1,48275.88161764613,28044.68219019553,0.0,159.15337235882453,12227.534482122752,10998.69541148446,1
54,469928.55135206797,0,26348.15329127458,46809.57705576051,132836.70523922986,19454.911843003996,16101.036555177237,13737.080944821953,1
51,250000.0,0,27677.939691863023,40516.625378791774,61967.88025360277,36018.74827362802,4515.519023351278,4564.047059569983,0
58,334261.1323932157,1,45363.28564074088,7812.007305255131,0.0,46505.34255332584,11178.10143140364,11048.94714551193,0
44,319276.1498189907,1,31229.262257558745,19447.924281396867,0.0,16025.619502112972,14369.17656249935,14165.7806629874,0
31,677674.8912920062,0,57245.643947073644,33424.271365338944,161229.5463244416,9723.059240169398,20575.747655592022,21785.62852703012,0
26,424152.68282566837,1,14804.730845668557,46920.301580464504,0.0,14113.040342091,17977.4084189008,18631.728082067173,0
57,357284.9533694206,1,25078.93249532281,49385.793437233544,0.0,24785.3236183784,14399.397265919417,12560.67648016778,1
55,305277.29009720485,1,43330.41144645795,38159.321898140355,0.0,10386.480384103339,10460.71155658425,10780.87370063499,0
52,534107.4395987191,1,101525.64066626507,28688.465278968193,0.0,10977.213409477818,24980.972604444014,21643.845773184046,1
31,325493.37641043874,0,48137.02930284224,37830.48448689959,37015.538795355176,3062.619000472873,9376.641859808078,9799.554378025136,0
40,392457.553845625,0,3594.3061426101817,13661.820973197386,68158.75071798671,59970.7636048117,11267.068288049108,11628.012170929553,0
53,304131.47162920533,0,13416.303448216931,14180.151362981636,88948.68814872271,15383.10368425197,8958.222770215853,8563.461699869411,0
22,250000.0,0,4010.3853906862996,32717.46730811616,25741.592122729046,57533.1707342901,5283.214115067063,5962.360371462178,0
26,250594.73084460045,0,37553.95969512181,43591.77881999552,69697.4272146771,30681.6570296067,4371.818140241375,3727.924358907982,1
25,324704.24389529595,0,7041.684457519182,48490.47445881768,56812.442926124364,44270.64702995264,8954.33518817686,7874.43554258716,1
37,360511.7754604556,0,4994.3158998803365,17066.730041560913,49715.886428760736,5299.149531073673,14930.344148503209,13764.791950406609,0
45,367086.4111114739,0,28083.610354977878,39827.68115506601,37808.41345889603,40850.63491461293,14770.918232083897,12351.879727485077,1
37,386662.04492218565,0,20574.235605957925,42576.540264374686,44119.9026127185,20299.678222131122,11473.256412295012,13409.606603232107,0
23,326696.85547734867,1,35755.06693812335,31158.66215156964,0.0,6664.696720583702,12330.996492553179,12407.03785346131,0
49,602368.9522252609,0,73831.38525302456,17379.594111488146,63298.042482435776,63576.27473174849,22920.4028277337,19923.50743623919,1
53,542197.6179785474,0,68280.11363464076,30954.428263690053,90639.1614932167,42253.96296446436,14822.192824373598,14799.164615043348,0
48,379733.60992137424,0,21275.022437348543,29222.445215575637,41382.84586853981,16919.533907081328,10458.203841511779,12277.272446488061,0
41,438138.74196114944,0,43593.81901994273,30326.275289824545,104471.20909648304,29375.36075056849,10957.870310523116,12105.282321405512,0
45,344186.76378205675,1,19761.28253612332,30963.010689386072,0.0,24983.009385579375,14506.053050398787,14478.1775732218,0
33,250000.0,0,16669.856388481676,42352.90954358475,69373.19617855459,49040.576610047494,4403.790955667298,4063.3558834599335,0
56,403073.9519389037,0,16926.753851136466,8504.075663366517,84575.24839875667,42520.322321924585,12417.724754697072,13692.058405612435,0
54,445842.1541876824,0,9830.039840744514,18364.697380758404,128982.98597853344,1384.752324332077,16366.062338971282,16255.281440134255,0
54,250000.0,0,43034.442528699474,29300.086367535572,25282.27252798834,13847.889272327144,6785.78349743072,7941.456039819507,0
58,474911.6603791904,0,7331.540751379079,14166.38693058132,60220.53881795839,33468.95805686031,19871.810969590293,19537.2322954758,0
33,357913.4983082786,0,45430.53688998026,48907.65610420196,56776.96218050372,31184.005457765343,11412.204330779963,9807.892390771443,1
24,450690.05809519935,0,14173.386095550311,13157.512980116458,116190.10012609739,36167.24173604714,15329.62766250751,14477.362542720171,0
22,362440.2028944871,1,44971.341108692344,23481.44403211826,0.0,50036.758331442026,11547.66934224628,11499.03451006852,0
54,587643.1711340274,0,101173.85911331195,43868.25228565341,131412.81494394186,47740.62989487589,11292.72431429449,12453.506055774324,0
31,433934.32308761304,0,29099.376047517933,4003.1831330113123,76653.31304751149,26096.9395499394,12730.239478307292,13824.496826116381,0
50,550362.4688008011,0,90252.30035267392,41034.40010471259,128327.53292603724,61430.71395570166,11417.669176316616,13022.296285649563,0
34,562708.9213262417,0,59325.96817424349,28550.4184487335,76629.63023270929,4405.279931396312,23342.783727187983,21032.493360685086,1
33,250000.0,0,28711.430716383118,1590.102040983521,47893.7026086216,40915.69265782085,6298.937121980386,7182.3901662208045,0
52,289147.4694968278,0,14620.145036334852,45145.644598338455,58265.765287328475,66477.98447986708,5061.547099770977,5141.852082536409,0
23,467741.6024089384,1,20113.64069452308,1959.841772787152,0.0,38435.700647772486,22993.352528353513,20669.191954348164,1
56,345169.40743627417,0,38233.12776146224,25760.88981356464,36855.30195502384,31857.44105689992,10628.161643950834,9666.464916025192,0
44,364208.98461155564,1,12196.628190510812,2451.5623182840563,0.0,9374.231208749712,20083.96597914515,19088.749979497443,0
38,592984.7233255914,0,105496.14142537839,3560.0049237249077,122713.01283614158,56713.23666901279,17796.125708163792,16949.37385617082,0
47,353445.0432711895,1,18794.142683249825,44360.2157128946,0.0,26165.642302863842,12762.900717468403,14476.73100615018,0
29,254660.59776271266,0,26608.49804280905,38291.277348122174,47735.04071583154,49087.21366392816,3872.6563446667137,4249.966943156777,0
50,274929.9997546608,1,47098.024378143666,9847.058662244573,0.0,13828.281628493993,9989.646928029531,9631.726574860983,0
47,727353.4751789052,0,91313.00671681874,31023.398660712694,128729.021447057,2930.4242052504346,22622.575352589065,23278.37094439527,0
31,373267.07794221444,1,32280.20564223137,39733.97842156078,0.0,21382.721676960038,11576.856250231951,13514.450202161439,0
47,250000.0,1,35580.38638025145,44479.53206834324,0.0,19698.97030198236,9413.754417153576,8335.489229710527,1
55,250000.0,0,45905.56693802807,23415.346341957316,57402.41867390343,61143.2677469092,3179.6769795590353,2947.32561542506,0
28,306304.50359888293,0,12425.685461075542,44874.99387006021,31372.510762690876,60527.16450093278,7822.747630937904,8114.673721327482,0
25,370521.6820858925,1,30662.060289966917,25392.503635878078,0.0,37372.59558209665,12777.70090086725,14448.335672386635,0
32,542376.0559641509,0,66035.4468945287,34411.402108884555,96924.16542748974,1329.926190053553,18275.425135043944,17291.20513539136,0
50,527851.7749692651,0,31066.976388921954,48951.467971256956,101739.71838014606,15982.726404433322,15404.291423818464,15848.161191487936,0
57,399048.03683907475,1,6265.04482030546,11797.589459726338,0.0,44730.88159494032,18005.91611460281,19167.744652944588,0
46,331874.71207606164,0,16249.59476317942,8426.063804123907,77454.39770870186,7098.5881001257285,12314.636966888957,11169.594492513494,1
42,450940.27801325347,0,28249.998559095784,17100.94124889351,130295.51579904587,49043.5585303613,11808.04640841484,12238.18785453505,0
57,250000.0,0,44073.73883481358,8219.951136015468,70699.90880198576,837.3584071120432,5356.86053883524,5967.869041678076,0
31,697162.1340893826,1,101200.27063812956,14208.14028524371,0.0,47777.57427584893,35809.23242884614,35156.07434211398,0
58,498115.8393784917,0,27666.68362113852,37149.2661685302,100308.98035285437,59117.74700015656,14891.76962853196,13063.379504734783,1
30,530048.5329592408,0,36648.33761167208,23876.20179606436,140549.27254911436,32845.24037522814,18157.933382680647,15825.554124506818,1
45,250000.0,0,14295.31451974893,18752.064724745094,66796.85939292818,58035.669307702636,5425.021437612439,4728.634870982819,1
56,592397.2961944893,1,63003.77831030195,18436.200263789655,0.0,54706.94132707087,21309.879018854142,21367.101317215333,0
56,330997.42584605573,0,31085.859260192126,9726.49874500266,43549.06240761113,46999.34051173739,10193.174941476567,9045.909600381457,1
57,257116.2815772155,0,3246.1811489920556,22370.57271434976,27019.441966278446,31160.44969784835,11264.475530773418,9815.845504862456,1
39,394124.14440906706,0,26509.677725023666,31231.777934408812,116912.46672202814,19033.28310810457,9435.746634954401,9334.57502375379,0
53,390616.7371017439,1,45073.22880723536,6957.741725911187,0.0,60260.4773518208,14401.468485540363,14977.210643168264,0
45,250000.0,1,35271.63478487014,48640.64307351073,0.0,45401.32657640638,7029.4004403861645,6415.515239621328,0
44,265759.3969687952,0,39853.84032813782,22164.05882133668,79359.14259815877,55861.17846754033,3938.485607323779,3376.141196773856,1
53,254015.23370079248,0,34083.78241795368,47398.045837569734,64547.66090091188,38637.68494102243,3905.6521622382543,3281.3619867470697,1
58,255442.7398214763,1,10329.455608629612,6732.946331209261,0.0,12030.650414574728,10172.654666213857,10690.29273015259,0
33,341785.31393505994,0,5524.191003300933,38360.79765863401,60792.05959514963,68560.65576594754,10446.138317044592,8817.837579123208,1
34,250000.0,0,41474.53365024545,30881.902527177248,54643.160474675904,12791.712602034619,5854.220303826115,5712.834581333385,0
44,296293.82538790966,1,34775.22180077642,41003.20597716854,0.0,63786.90507174323,8392.755479544396,8768.831855481569,0
46,556770.1822576404,1,81755.54029347314,30033.896147760257,0.0,14569.705223148181,27281.53105328866,22811.801713723777,1
56,523496.41781562753,0,47035.45784714214,48141.83166214031,103700.48548387401,26162.46092225051,19079.296106121354,16486.999201602273,1
51,250000.0,0,30167.24826558767,31346.59154649288,66796.05430935786,30805.841117619864,4507.690459377655,4126.614881113076,0
38,543730.7375941351,0,32818.96066999438,39230.2062672234,142851.53005523674,64496.31926697016,16415.60789536945,14112.09390436393,1
41,250000.0,0,5941.9567196979715,43879.08862666837,28570.313675289504,62173.89996391444,5708.487380497947,5244.261399641595,0
46,764371.6483018231,1,58070.11348239821,35729.173560523006,0.0,57625.46845667052,46028.38549905344,45838.552949561075,0
43,595046.9788203388,1,69936.44496700479,26211.832828158014,0.0,26367.260324701398,30160.100547286136,25520.10314934053,1
34,316040.213178984,1,6028.224791100018,13640.853938171016,0.0,314.52727802441126,19301.430666670112,16258.810695324813,1
40,457363.98426026653,0,5997.00919287679,42724.630669783466,105882.23529560807,47710.83240752635,12155.368886852799,12662.353251948281,0
57,250000.0,0,36294.683029181775,24028.91263443392,32231.294715676497,28766.76841256427,6878.023419708088,7061.347532136757,0
33,409066.418488872,0,28485.97032667428,31035.411316752954,73392.09736864798,52994.07349862049,11098.949257151437,11279.968450711505,0
40,372450.54512463,0,26687.09903888325,3961.326894045991,44878.07582286895,55639.643225848515,15296.498474796948,13444.503549146339,1
33,274785.4915911406,1,22621.724755877498,24867.56615634249,0.0,30780.638204219693,10034.348946362616,8904.375046329269,1
30,329716.37705112115,0,48827.15531722819,34907.88220099225,38794.335950916786,52367.17957218639,8512.043630970235,7128.475732556399,1
28,314951.87862858595,0,2490.0141447188385,29203.5954966885,92632.30202512171,58795.60963637742,7304.188801428845,7211.700281687271,0
49,250000.0,0,9031.35880807887,22427.74280228525,44752.92172561375,64993.32921210501,6364.127537712513,5744.479273313759,1
35,271277.91311550053,1,32375.387870061866,11171.36583748346,0.0,40771.8732742576,11176.095302058027,9719.59322044108,1
52,250000.0,1,6818.282692562067,15483.510004507978,0.0,54493.51383419178,8461.424087613568,9123.511345110455,0
40,528599.6148340927,1,83044.28442082564,35031.21790811505,0.0,34619.5409146753,22716.82514385292,21286.492087803956,0
37,260183.08803155966,0,28388.061274054,11209.534941969945,49692.870884076394,2916.410030097345,9307.946262713336,8935.362323642456,0
26,250000.0,0,48550.259181982095,31086.330765444094,63944.86487910286,10865.499945942835,5631.243961194507,5073.240968475534,1
56,526225.7019723995,0,109504.78383441201,29486.88062781016,68798.69394359674,8975.715646776907,18438.550655170417,16863.50295451386,0
33,455443.05315089953,0,47277.66718837263,48520.873969343185,54182.47635031009,12023.591308083522,18586.68562703376,16383.477891206414,1
46,520675.1583923439,0,40224.21325265816,3039.0921242334944,143383.677970683,714.8924728990269,15429.034473789292,16090.334064086159,0
42,537412.4836294982,0,108133.35935287699,5406.130364803074,57086.119321608734,60109.47762856068,14964.127039303357,16164.769547383394,0
57,690618.2345407635,0,41618.159555547536,25304.17328228785,200000.0,39210.45239643087,22759.158080353984,20108.468671857612,1
44,376594.03499602235,0,31646.60892719945,26355.49126768173,88283.7254897776,26820.500210788738,9273.824169090716,9499.949560319596,0
37,250000.0,0,36003.90803390011,1996.382940258562,45980.651070030435,28684.52101038826,6724.212055050517,7073.27279600491,0
35,440655.6701143188,0,8042.674907464292,41292.77104297261,56525.134848246766,32434.576560320867,13423.70445564827,13869.089690230681,0
52,299649.30656802736,0,31632.968796476984,24736.174905144788,73308.07323119791,5171.84502937148,6808.551456058439,7797.028322838881,0
26,256374.2075026689,0,2623.024645599703,17332.18733202644,54510.88670438631,19226.578810594412,10283.97144742045,9177.196738067181,1
56,414988.7758325861,0,14663.30428714151,15942.688530743793,100520.82283960703,59613.85059644594,11471.14615344636,10425.41565655183,1
44,529862.9099514384,0,112904.2644540705,43070.359077709065,97274.58619671654,52057.26653497891,12239.61201119395,11730.031762176202,0
50,274600.7737605575,1,8586.558145093459,9836.643321409016,0.0,39438.38767777355,11699.309042363922,10629.650086340744,1
32,591158.2130997578,1,35874.29932052948,8020.885271630463,0.0,33649.27892689741,28240.376069885348,28799.17779550674,0
39,251557.9061495776,0,22183.90998277297,10658.92646116416,41004.98282942785,18128.122949362958,7293.26262706923,7649.90761890078,0
33,363414.5168011805,0,42530.910426363575,31251.12738259818,36972.27810682244,32987.84787529738,12791.350535389962,11105.479390934279,1
30,457946.1822671302,0,3833.619098414498,40546.54278142046,46672.136084072175,41849.869324677034,18112.14045896603,18150.999941980033,0
31,341815.11869739124,1,17776.768261520425,16548.93468940898,0.0,49884.65660021064,11761.04409410969,12803.655211054876,0
38,250000.0,1,44988.741727966306,8673.099905740644,0.0,11664.813142662666,10148.779360281223,9125.243088664229,1
59,539111.1237683208,0,40633.99949500089,10459.708381431026,121196.89573395536,56917.718792954416,15165.257759910612,15673.791592739473,0
28,306480.3489465959,0,15533.42529559733,30959.18892589255,45298.877248060606,24206.789392367577,8142.639100104939,8810.969123802612,0
34,511734.7674090539,0,100057.85503821334,12301.761310711496,112864.39786334349,35228.06583032488,10765.027094101013,12524.390947514345,0
30,250000.0,0,27160.549356940217,43864.01156756834,57368.87977797458,42553.302161743275,4240.384614033583,3564.215162199933,1
48,250000.0,0,41616.657031679155,5194.567720715698,51128.496141249954,34166.660935472326,6128.999554096466,6047.054202921017,0
23,529365.0114333036,0,40043.585374391856,1618.42670027601,108133.81175044448,40036.98329078833,17114.847519618892,18877.740490977656,0
26,451076.2139113035,0,46027.708568986134,4418.912298045197,78464.51552770086,7806.642527800986,18195.5876790879,16315.490036449291,1
50,334212.1433972985,0,46745.58972576044,42282.15601931602,41669.19329835289,30250.88185760446,10577.383186435469,9113.10815315426,1
58,453254.7397256256,1,7765.6510073353165,32561.47598328305,0.0,19632.722965535846,18469.453990632708,17848.52526125863,0
59,256894.1296683463,1,1693.7732203375022,47887.23165586252,0.0,6021.8307720809125,9649.029103857089,11220.769263117885,0
40,416538.8676233364,0,49492.06909777844,16814.82706348788,90969.80546246236,13415.445794239598,11974.384350318667,12246.250668283537,0
29,419283.0885085098,0,24112.57961512122,10633.906400484972,113731.39047630724,42171.11964992208,12225.861530941098,13074.591129272014,0
22,343932.7592213457,0,28603.770201771567,28098.76196568746,60214.03915947879,13768.048185601523,10638.653077504447,9917.27898629206,0
43,274707.14416138624,0,30795.236683328814,26891.41395633743,66464.5846766207,12674.480708336534,8080.342140646801,7832.823123589774,0
38,410537.28673221904,0,39483.42313902514,29551.199409766086,107711.05676606056,38698.130267064545,10062.799421064443,10326.03170228825,0
28,391752.8285048653,0,40599.39845229589,17376.69313301744,55766.13373933177,63329.17546948896,10555.579243509703,9801.12037689782,0
46,330126.68816205865,1,9696.261215988694,294.84700183933785,0.0,55208.49954478808,15965.454302731163,15139.58611445136,0
25,250000.0,0,11831.837031676328,1751.5826470308416,28522.24690896803,63356.23773638953,7621.441741318552,6529.279141053324,1
57,401871.55740032013,0,43841.6514473186,33191.32307112565,112662.22674415498,40808.614160756064,9823.005188763913,9276.77886359795,0
27,330501.6452745091,0,40975.88023752932,26162.90240777407,43866.352574445795,28695.0692321025,11004.201577495398,10707.60978461149,0
52,250000.0,0,30880.969077697766,41050.56298256368,41858.48014171578,51074.89558793604,4573.82736167964,4018.1758104661917,1
40,406529.4716137167,0,49734.957956242484,15020.492939339847,89862.13801276666,18295.481972785565,10603.930727942154,11515.411421172108,0
48,641245.820808308,1,96166.55491961913,40773.611861558755,0.0,5463.77706037826,24267.284385495306,25947.44318404405,0
31,344975.85011393833,1,10791.838406512445,21274.570672577163,0.0,24123.035491179493,17368.979471797167,15449.384250894811,1
47,624666.4811863034,0,106197.96578994104,4834.9192773168625,157862.45404879446,20946.56882409122,18806.434349923635,18716.174113051573,0
40,717149.7572095143,0,67325.9372733126,48895.57812953471,173612.7491995283,47287.72494719995,20576.399937432096,20716.598445694504,0
24,256987.16464334872,1,1807.6330270644592,25596.796457275996,0.0,38595.387516827,10980.234472225507,9461.826287320393,1
34,401356.63122984464,0,16071.063890583531,31473.925698117317,78622.86984189221,9678.408883904987,15607.58780038668,14675.155399218207,0
49,715559.7876724463,1,98719.61106534468,33539.85932447839,0.0,63595.29258393288,37365.122777591205,33036.712235050574,1
41,381838.0057886434,0,48010.31035932366,18120.612611344033,61446.274148495366,41533.72583533629,11534.256577848932,10176.295079776428,1
49,405521.82186481,0,13806.820815159692,37376.415993106864,103807.20482504037,32037.89577966438,8950.933951600571,10034.574355287557,0
29,250000.0,0,12325.816220485753,43513.323267550855,71296.69261865492,65603.64489830575,3109.17526037768,2882.079396912384,0
22,320250.71495204984,0,28180.829279915004,19359.34882069294,77921.63993170502,6811.129415853058,12461.043681825533,10530.037786253883,1
24,483338.3027003406,1,40584.19498312234,32850.04433157741,0.0,55271.50566978024,16924.095462233094,16624.693356942156,0
34,764392.3964426876,0,97187.3113944852,37856.19119886047,84154.7827552432,25526.585400400654,35895.458879837155,32447.466230108246,1
49,370598.97497924644,0,27997.94512814083,9506.294884454064,39818.83528594567,48677.28256467801,14719.567000408539,14040.611938850989,0
46,250000.0,0,31569.484080723923,16629.80421979837,69692.93387466233,65150.7799353375,2818.788817976835,3058.262745767387,0
54,250000.0,1,12104.947866317201,5439.792319047742,0.0,36239.91563397921,9223.952663746706,10044.401736300979,0
59,394631.5471092555,0,21628.71325016753,30110.42321241017,47917.80294028337,1584.7176400123142,14435.226200245113,14408.691042216547,0
27,576581.0197078374,1,52982.906386826995,40046.88479104281,0.0,2019.3761120636566,24496.40581561061,24038.55073136425,0
53,495603.0524313093,0,44220.89874223188,30541.93282924668,132365.1258225901,23139.257335976356,13788.732853463616,13438.04876341703,0
42,469038.3795265189,0,5627.725368275787,8989.191548852199,58961.94016837446,54716.07535765433,21889.766062921615,18484.071068031044,1
37,596371.6580376395,0,91176.65020707337,27318.42455130687,91534.47041731657,20178.294015150794,16979.353343219456,19183.778815557293,0
42,291965.6368721573,0,13014.159858251172,41746.707426320485,68962.0520089452,23412.802062035236,8118.624774205384,8257.47960325855,0
32,402864.2079936348,0,23778.87048592332,15136.239803910956,119400.81778175897,54912.24992382981,9602.949973881492,9322.423318966168,0
58,321942.68196964066,0,14970.639012331638,41632.57511263202,83520.87141185017,8133.24217434966,10673.694149979981,8991.482546611807,1
57,359281.639682189,0,16162.265852973584,39231.1641884994,91783.35398394178,59276.90733740199,8654.50666744514,8430.999308024324,0
56,250000.0,0,13019.650680551098,1087.0403918337436,42133.13318455684,18605.476088787458,9754.237181086233,8698.682488705143,1
40,348403.5892849306,0,37639.646059771934,11972.740704275098,80923.2189123056,3585.6149720235753,12111.288260201429,10889.024274039963,1
41,395842.66506319016,0,18285.792858952354,27147.12028988629,48537.30044188203,8213.98944825825,16487.996839739404,15728.987961930328,0
39,344279.27502076747,1,36317.85088570413,35880.86850096296,0.0,66678.84207171765,10259.030375329296,11453.056328310207,0
35,375840.77454792976,0,22803.496505200637,44026.52628264146,73708.71389884259,31592.676853070792,9474.502274849565,10225.398829405049,0
36,460756.081515578,1,27362.30210501436,32052.115913394715,0.0,17950.667419892066,18495.953775632424,19801.907590728915,0
52,585804.3653596599,0,78895.87281421386,19017.208562476957,161233.50114657742,36488.96651254366,14329.83958089435,16594.472725746262,0
22,596673.3802168897,0,117826.687140923,9231.360336865768,59782.4914306849,47764.26573756602,16200.533274932595,16485.295262836244,0
24,514213.2651095488,0,63035.621013985605,38001.792773121575,151793.94866772313,22315.888563084853,12867.785354684656,12097.42379278858,0
37,250000.0,0,10384.20476987988,10339.077966206007,42957.96560850966,50768.98422127168,6463.136382823489,7177.329434697129,0
44,345938.50216452195,0,45589.59701833011,34771.52607341249,58089.35270193453,17657.64356350414,7802.562629588499,8562.36457001922,0
32,358857.2453931098,0,8741.964465778663,9060.58086856037,46297.13037885991,7863.606243082839,16516.999245745952,15050.408914157104,0
33,301427.5253817153,0,41721.142292217235,4552.692515473223,81878.83316075843,38479.575425836636,5601.347921623258,6160.481298640355,0
31,451352.676854441,0,7510.74477334629,12555.011185326726,123746.41881031569,10578.30731258912,14848.36149311065,16546.57905996062,0
53,250000.0,1,32936.21671137031,14246.490276255714,0.0,65833.9415089398,8996.937873137755,7546.21779658684,1
37,654034.9704292438,1,43548.673193808245,32360.4567247455,0.0,31.431969229553935,31542.081513541223,36884.535433989615,0
29,579283.1007282572,0,113077.72373154866,8044.168387102945,164324.27101278762,52898.726997658254,10592.415174387206,10989.203906298333,0
59,471730.3392852637,0,28250.41413264156,46515.34564934441,58765.15907383943,19563.124276983763,14951.239882559086,17340.242725381435,0
33,390683.6005119723,1,16463.69195700438,27718.084317113673,0.0,59226.08032406568,16297.32399982617,14254.424525182678,1
45,584325.894260883,1,42629.04974672354,24546.586540823275,0.0,4210.561861826268,30356.86308465544,28795.089422296493,0
49,503410.7405170401,0,63407.301253139456,21734.725715418386,137907.39246114023,66710.04188097,8959.29366566162,10336.257322299483,0
29,565995.6676327139,0,93451.80313819306,28330.067347509554,121423.51530787566,7097.64186831094,15862.108235875989,14888.731312813234,0
49,391142.187661024,1,19247.544196427356,1122.3483580891148,0.0,55151.79285248117,13727.610408285682,15371.022708259758,0
57,668396.9628796251,1,52148.47224858997,49504.318728954124,0.0,36213.95495449231,30617.18190040249,29914.01081655493,0
47,575033.1813534785,0,81966.85034644355,27876.2188097133,83818.61635666748,30127.63543143095,19272.564333739727,17774.289159131957,0
29,476430.44431538973,0,20891.09264185598,1759.7501070088895,72676.41681043046,19610.90501371901,17715.850673568984,19641.12345364615,0
49,588395.9380646732,1,44922.56124272631,29498.88023497999,0.0,58895.86746743457,24197.065981458672,23630.693951806676,0
49,337125.70872490417,1,7699.39951387284,21853.93791448394,0.0,13982.597827306508,15603.067118473231,15447.146323995808,0
58,250000.0,1,35373.09951109274,1201.8848333204435,0.0,50486.88924950014,9703.12541750208,8289.63726040494,1
57,448232.5769571214,1,48733.594775812824,46221.43760787365,0.0,31205.415571960442,18936.937611053916,15800.591490797851,1
48,391436.4331279797,0,11654.703543102818,528.3436036906675,94282.47746430596,69894.6505003089,10859.988803989589,10064.248375131803,0
38,370342.39865835564,1,38657.430041574495,28893.58384389107,0.0,42797.931411884085,14769.54368996645,12852.014128215014,1
30,582446.8059024105,0,37884.60322054187,48089.537381311195,170953.92609086336,7293.272267663789,18262.549172918916,16966.185265564487,0
54,425070.88198159455,1,19078.795952609085,11880.2248491513,0.0,29366.48324063997,22855.31544283372,19759.0660503587,1
41,439535.3610303227,0,25334.40764041285,12708.953712179833,106392.72856733613,4640.928626963704,14798.403193405105,14774.096581346812,0
34,350942.11618688557,1,13437.347264488413,21.15642800761819,0.0,19995.894407238018,17904.59300419901,16846.681224919357,0
49,532168.4708919289,0,77662.05748628255,3317.5585993990453,54499.37043215745,24032.175641677328,20338.48782703771,17750.324804866017,1
50,505281.36719618796,0,109435.2984897469,2244.420578854406,139984.86078327338,59722.3625837722,12661.813680240344,10809.77492063293,1
34,531048.951534144,0,114999.4166119494,41132.81418442127,67933.12653368147,58659.1233625275,11902.896553203009,13862.516324078464,0
56,325410.40500457323,0,5027.847718652472,41836.87849724595,75728.77916649234,809.005398838084,8774.500148702828,9899.214865666141,0
27,595613.2690070493,1,54466.13405857821,36335.004209226136,0.0,37259.50305035646,28505.147904402616,24240.921954746336,1
39,675815.2635649559,1,118122.05257659525,17637.250625854605,0.0,15648.062892229771,32964.58316957585,31425.426451678286,0
26,526305.7595987059,0,54337.656936201936,41062.72249444211,62852.89352173946,22406.516863188903,21053.885097838378,17595.23787662101,1
46,278606.75691335637,0,34635.36755717205,26988.7260121441,82198.97500363315,1515.5899867874634,8472.450963774836,7514.891702593731,1
23,279669.65736456984,1,12672.684693518233,15215.513823996163,0.0,52482.21058117191,12285.38684926092,10811.279064782455,1
31,343693.4566610368,1,17818.279666051912,21863.83845571952,0.0,66541.2843026681,12493.992020807178,12682.416230077833,0
51,315343.41789722187,1,9563.949394844873,3288.3884917287833,0.0,15348.692821969626,13902.940224617565,14788.167538395703,0
26,389336.1061469103,1,42815.00968485726,47245.43433749568,0.0,23924.100693348275,13436.099647737896,12682.855824178183,0
54,494866.3699551771,1,44132.4381909752,30955.820867592003,0.0,14450.379631090496,21747.86485955487,18786.03533660683,1
22,443492.86611247726,0,14845.625395771578,36561.70724652864,67327.0200293836,65103.406454907,13971.01649291998,12654.96954081113,1
39,430343.3584579433,1,41179.4912085315,33829.16852099383,0.0,654.9177535198736,17156.26467383587,16898.373541575416,0
53,363819.58752997813,0,17912.082501849203,33387.49922604903,48258.48289072023,40870.35969037246,14156.829403516675,12712.439867676228,1
32,388923.1109253176,1,4950.971144757915,863.0492748620045,0.0,60953.4772785505,17627.019829586836,16147.295135901757,0
42,519486.32612935023,1,98226.87575628661,26268.56398924233,0.0,13041.502188074277,24997.12845422046,21372.958632288024,1
47,250000.0,0,29822.312444942232,41085.511431276704,53769.447902730295,41299.670395345755,4372.259143157089,4640.257059240755,0
46,398291.43872819026,0,13719.122183537518,2225.942570579997,45376.66578690226,3545.367340541944,16400.09846287126,18390.729182834923,0
43,443198.13923909876,0,12649.987025592352,47808.28419441353,95706.81105093769,57020.959349746656,11130.008274512416,10970.736146967172,0
48,517537.46028209396,0,117806.10334340892,21207.984150299457,66763.79890391343,19210.038594105674,14450.912609291603,14800.526444549401,0
34,250000.0,0,43125.05204465456,14494.774602568561,26569.300319843253,69212.73920366824,5635.378038936176,4730.83563532209,1
54,250000.0,1,40489.916468688236,26591.068082097143,0.0,64540.67343428438,5766.288028861356,6762.970962015553,0
55,487593.24923172005,0,6400.885432083281,40060.70939215181,124346.75483694584,51276.11789528998,17482.80312483928,14857.686566357848,1
56,250000.0,0,37759.363712413025,23737.75308843188,62783.04524067999,34778.98489600442,5182.9225207974105,4376.441774428541,1
22,599828.3666141178,1,49308.61990829579,32255.283829319593,0.0,53661.237830263126,19724.10057043243,22727.927261456534,0
42,433988.7987239216,1,48869.44716041204,24995.719393342995,0.0,9142.63332799335,21037.390701397275,18114.608604171757,1
27,633808.1819265155,0,34688.026916603194,31563.61283205796,157053.4926877108,21713.974772991984,19127.95035580979,18849.494429922768,0
49,250000.0,1,17606.924178012177,6901.545759831829,0.0,1882.747200379994,13828.247716265681,12367.04700704942,1
